,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,1h_ocean,inland,island,near_bay,near_ocean
12919,-121.31,38.66,27.0,1713.0,282.0,761.0,295.0,52081.0,136400.0,False,True,False,False,False
12920,-121.31,38.66,26.0,1604.0,245.0,751.0,267.0,47381.0,140500.0,False,True,False,False,False
12921,-121.32,38.66,26.0,1149.0,193.0,500.0,194.0,50780.0,163400.0,False,True,False,False,False
12922,-121.32,38.66,21.0,1276.0,208.0,501.0,205.0,39500.0,143600.0,False,True,False,False,False
12923,-121.32,38.65,23.0,2628.0,499.0,1210.0,453.0,30952.0,157700.0,False,True,False,False,False
12924,-121.31,38.65,21.0,2759.0,409.0,1053.0,374.0,55000.0,165700.0,False,True,False,False,False
12925,-121.3,38.66,21.0,3824.0,634.0,1818.0,600.0,37120.0,139000.0,False,True,False,False,False
12926,-121.3,38.66,28.0,3391.0,550.0,1546.0,553.0,42188.0,139200.0,False,True,False,False,False
12927,-121.3,38.65,26.0,3192.0,447.0,1132.0,418.0,45278.0,144300.0,False,True,False,False,False
12928,-121.3,38.65,36.0,1665.0,293.0,846.0,306.0,35852.0,121600.0,False,True,False,False,False
12929,-121.21,38.66,15.0,6940.0,1019.0,2829.0,990.0,54889.0,232300.0,False,True,False,False,False
12930,-121.21,38.65,14.0,3443.0,510.0,1413.0,505.0,56529.0,196000.0,False,True,False,False,False
12931,-121.24,38.64,13.0,4491.0,689.0,1657.0,667.0,52590.0,249400.0,False,True,False,False,False
12932,-121.23,38.65,19.0,2926.0,476.0,1349.0,480.0,46437.0,212900.0,False,True,False,False,False
12933,-121.23,38.66,19.0,3243.0,546.0,1334.0,515.0,48088.0,169500.0,False,True,False,False,False
12934,-121.24,38.66,14.0,3335.0,440.0,1329.0,429.0,62082.0,250300.0,False,True,False,False,False
12935,-121.28,38.66,17.0,7741.0,1401.0,3153.0,1331.0,37869.0,216100.0,False,True,False,False,False
12936,-121.25,38.66,26.0,3670.0,556.0,1616.0,550.0,50199.99999999999,169600.0,False,True,False,False,False
12937,-121.26,38.66,19.0,3170.0,444.0,1344.0,452.0,61182.99999999999,221600.0,False,True,False,False,False
12938,-121.27,38.66,19.0,1891.0,266.0,678.0,255.0,61872.0,188700.0,False,True,False,False,False
12939,-121.27,38.66,15.0,2642.0,520.0,1032.0,475.0,41382.0,189800.0,False,True,False,False,False
12940,-121.25,38.64,21.0,2764.0,363.0,902.0,360.0,56864.0,258700.0,False,True,False,False,False
12941,-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,46484.0,270600.0,False,True,False,False,False
12942,-121.27,38.65,25.0,2787.0,601.0,1247.0,522.0,29016.0,159800.0,False,True,False,False,False
12943,-121.27,38.64,22.0,1597.0,280.0,657.0,273.0,43098.0,213500.0,False,True,False,False,False
12944,-121.26,38.64,40.0,1098.0,175.0,415.0,160.0,48375.0,217400.0,False,True,False,False,False
12945,-121.27,38.65,33.0,1984.0,289.0,842.0,276.0,52949.0,173300.0,False,True,False,False,False
12946,-121.29,38.65,27.0,2744.0,464.0,1340.0,452.0,38816.0,147300.0,False,True,False,False,False
12947,-121.28,38.64,24.0,3459.0,573.0,1336.0,544.0,48661.0,186200.0,False,True,False,False,False
12948,-121.28,38.63,36.0,120.0,16.0,30.0,14.0,102264.0,350000.0,False,True,False,False,False
12949,-121.28,38.64,19.0,3574.0,669.0,1373.0,643.0,36298.0,242100.0,False,True,False,False,False
12950,-121.28,38.71,8.0,4053.0,912.0,2033.0,897.0,28973.0,117100.0,False,True,False,False,False
12951,-121.28,38.7,14.0,5827.0,1246.0,2578.0,1038.0,30212.0,112900.0,False,True,False,False,False
12952,-121.28,38.71,35.0,3095.0,594.0,1550.0,576.0,35750.0,113500.0,False,True,False,False,False
12953,-121.28,38.7,15.0,5828.0,1051.0,2868.0,1037.0,37813.0,143200.0,False,True,False,False,False
12954,-121.28,38.68,14.0,11442.0,2690.0,6068.0,2435.0,26016.0,121200.0,False,True,False,False,False
12955,-121.3,38.7,18.0,7334.0,1332.0,3339.0,1271.0,32350.0,124700.0,False,True,False,False,False
12956,-121.3,38.69,21.0,6575.0,1105.0,3358.0,1098.0,40739.0,115400.0,False,True,False,False,False
12957,-121.32,38.69,11.0,13796.0,2372.0,6000.0,2250.0,38776.0,124500.0,False,True,False,False,False
12958,-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,19093.0,142900.0,False,True,False,False,False
12959,-121.3,38.71,17.0,5434.0,1106.0,2755.0,1047.0,28226.0,99900.0,False,True,False,False,False
12960,-121.29,38.71,32.0,1875.0,361.0,1027.0,343.0,35769.0,103800.0,False,True,False,False,False
12961,-121.3,38.72,15.0,2514.0,482.0,1166.0,503.0,22813.0,131900.0,False,True,False,False,False
12962,-121.31,38.72,11.0,2306.0,420.0,1308.0,418.0,39506.0,122200.0,False,True,False,False,False
12963,-121.32,38.71,14.0,4594.0,774.0,2474.0,782.0,45245.0,127500.0,False,True,False,False,False
12964,-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,43836.00000000001,102000.0,False,True,False,False,False
12965,-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,43643.0,124900.0,False,True,False,False,False
12966,-121.32,38.7,16.0,2966.0,578.0,1365.0,480.0,32444.0,118400.0,False,True,False,False,False
12967,-121.32,38.7,16.0,3592.0,642.0,1740.0,629.0,30703.0,126000.0,False,True,False,False,False
12968,-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,27868.0,117800.0,False,True,False,False,False
12969,-121.33,38.69,15.0,3137.0,509.0,1635.0,544.0,46923.0,122700.0,False,True,False,False,False
12970,-121.32,38.68,25.0,1252.0,207.0,587.0,217.0,35893.0,146400.0,False,True,False,False,False
12971,-121.32,38.67,10.0,3908.0,890.0,1898.0,798.0,28426.0,130600.0,False,True,False,False,False
12972,-121.32,38.67,21.0,3455.0,706.0,1605.0,704.0,31382.0,91600.0,False,True,False,False,False
12973,-121.31,38.67,26.0,1387.0,226.0,807.0,244.0,41563.0,135700.0,False,True,False,False,False
12974,-121.33,38.67,17.0,2683.0,704.0,1410.0,659.0,19620.0,130200.0,False,True,False,False,False
12975,-121.33,38.66,17.0,2767.0,584.0,1275.0,568.0,25909.0,125400.0,False,True,False,False,False
12976,-121.31,38.67,27.0,1998.0,353.0,970.0,343.0,48224.0,115500.0,False,True,False,False,False
12977,-121.32,38.67,31.0,2532.0,479.0,1396.0,467.0,40416.99999999999,114500.0,False,True,False,False,False
12978,-121.29,38.68,12.0,5098.0,1094.0,2029.0,1065.0,35444.0,132500.0,False,True,False,False,False
12979,-121.3,38.69,13.0,2135.0,429.0,779.0,432.0,36995.0,134900.0,False,True,False,False,False
12980,-121.31,38.68,16.0,5179.0,1271.0,2181.0,1151.0,21009.000000000004,82500.0,False,True,False,False,False
12981,-121.31,38.68,22.0,1194.0,207.0,545.0,223.0,38603.0,134300.0,False,True,False,False,False
12982,-121.3,38.67,15.0,4018.0,850.0,2070.0,814.0,30733.0,119800.0,False,True,False,False,False
12983,-121.3,38.68,19.0,2655.0,438.0,1253.0,454.0,52817.0,140600.0,False,True,False,False,False
12984,-121.3,38.67,20.0,1234.0,208.0,649.0,211.0,48522.99999999999,143000.0,False,True,False,False,False
12985,-121.3,38.66,32.0,2915.0,492.0,1292.0,454.0,33188.0,117100.0,False,True,False,False,False
12986,-121.3,38.67,23.0,2145.0,340.0,1022.0,349.0,42037.00000000001,125400.0,False,True,False,False,False
12987,-121.27,38.7,16.0,3747.0,586.0,1817.0,590.0,46487.99999999999,145300.0,False,True,False,False,False
12988,-121.27,38.69,16.0,3389.0,597.0,1674.0,568.0,44489.0,145600.0,False,True,False,False,False
12989,-121.26,38.68,4.0,3080.0,827.0,1195.0,683.0,27477.0,133000.0,False,True,False,False,False
12990,-121.24,38.7,13.0,3243.0,488.0,1585.0,480.0,57133.0,166800.0,False,True,False,False,False
12991,-121.25,38.7,16.0,3262.0,533.0,1794.0,543.0,42464.00000000001,144400.0,False,True,False,False,False
12992,-121.26,38.69,17.0,3917.0,638.0,1809.0,564.0,52586.00000000001,137000.0,False,True,False,False,False
12993,-121.25,38.69,17.0,3050.0,481.0,1490.0,489.0,45561.99999999999,134500.0,False,True,False,False,False
12994,-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,41607.0,112800.0,False,True,False,False,False
12995,-121.24,38.68,20.0,1402.0,236.0,676.0,236.0,37426.0,135500.0,False,True,False,False,False
12996,-121.25,38.68,15.0,1497.0,243.0,730.0,242.0,49688.0,135600.0,False,True,False,False,False
12997,-121.26,38.68,13.0,4256.0,619.0,1948.0,622.0,52051.0,167400.0,False,True,False,False,False
12998,-121.25,38.68,13.0,503.0,70.0,267.0,77.0,61943.0,276100.0,False,True,False,False,False
12999,-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,42262.00000000001,244300.0,False,True,False,False,False
13000,-121.26,38.67,18.0,1830.0,313.0,905.0,361.0,42272.99999999999,141800.0,False,True,False,False,False
13001,-121.27,38.67,16.0,3185.0,886.0,1550.0,802.0,25198.999999999996,149000.0,False,True,False,False,False
13002,-121.26,38.66,8.0,1145.0,241.0,447.0,216.0,40781.0,124300.0,False,True,False,False,False
13003,-121.27,38.67,15.0,2116.0,524.0,866.0,519.0,27388.0,111600.0,False,True,False,False,False
13004,-121.27,38.67,15.0,1701.0,346.0,723.0,352.0,38906.0,128700.0,False,True,False,False,False
13005,-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,37500.0,147300.0,False,True,False,False,False
13006,-121.28,38.67,23.0,1727.0,264.0,833.0,258.0,54797.0,160000.0,False,True,False,False,False
13007,-121.28,38.67,29.0,1087.0,174.0,430.0,174.0,43625.0,158800.0,False,True,False,False,False
13008,-121.29,38.68,20.0,1881.0,378.0,921.0,360.0,18589.0,144000.0,False,True,False,False,False
13009,-121.29,38.67,20.0,1992.0,363.0,889.0,346.0,36516.0,130500.0,False,True,False,False,False
13010,-121.25,38.72,15.0,6838.0,941.0,3166.0,926.0,52177.0,162700.0,False,True,False,False,False
13011,-121.27,38.71,16.0,4082.0,666.0,1912.0,652.0,44609.0,142900.0,False,True,False,False,False
13012,-121.25,38.71,14.0,3713.0,637.0,1845.0,635.0,43009.00000000001,143400.0,False,True,False,False,False
13013,-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,43826.0,146600.0,False,True,False,False,False
13014,-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,56902.0,243200.0,False,True,False,False,False
13015,-121.19,38.71,11.0,4415.0,900.6996686812745,1520.0,627.0,32321.0,390800.0,False,True,False,False,False
13016,-121.18,38.69,7.0,7104.0,970.0,2772.0,920.0,63528.0,274500.0,False,True,False,False,False
13017,-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,43214.0,131700.0,False,True,False,False,False
13018,-121.2,38.69,26.0,3077.0,607.0,1603.0,595.0,27174.0,137500.0,False,True,False,False,False
13019,-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,34506.0,139000.0,False,True,False,False,False
13020,-121.22,38.71,23.0,1843.0,273.0,818.0,276.0,44695.0,214700.0,False,True,False,False,False
13021,-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,48541.99999999999,170500.0,False,True,False,False,False
13022,-121.23,38.69,19.0,5268.0,849.0,2357.0,849.0,39226.0,148700.0,False,True,False,False,False
13023,-121.23,38.67,27.0,5266.0,971.0,2432.0,948.0,38954.0,133000.0,False,True,False,False,False
13024,-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,40182.0,131700.0,False,True,False,False,False
13025,-121.2,38.68,9.0,2200.0,422.0,938.0,369.0,34896.0,143800.0,False,True,False,False,False
13026,-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,41071.0,145800.0,False,True,False,False,False
13027,-121.22,38.67,20.0,1412.0,226.0,700.0,227.0,40500.0,130700.0,False,True,False,False,False
13028,-121.21,38.67,19.0,2987.0,626.0,1610.0,605.0,30533.0,112100.0,False,True,False,False,False
13029,-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,48170.0,147000.0,False,True,False,False,False
13030,-121.2,38.67,26.0,1546.0,287.0,773.0,299.0,29803.0,115400.0,False,True,False,False,False
13031,-121.2,38.67,10.0,3875.0,668.0,1632.0,593.0,46902.0,171000.0,False,True,False,False,False
13032,-121.19,38.66,26.0,1937.0,286.0,769.0,274.0,61185.0,179200.0,False,True,False,False,False
13033,-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,54700.0,204800.0,False,True,False,False,False
13035,-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,25183.0,293300.0,False,True,False,False,False
13036,-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,30000.0,121900.0,False,True,False,False,False
13037,-121.18,38.67,42.0,2101.0,480.0,945.0,426.0,23333.0,116000.0,False,True,False,False,False
13038,-121.16,38.67,21.0,6198.0,1223.0,2827.0,1179.0,37796.0,159000.0,False,True,False,False,False
13039,-121.15,38.68,6.0,9798.0,1551.0,4583.0,1494.0,50159.0,189600.0,False,True,False,False,False
13040,-121.16,38.68,21.0,3517.0,667.0,1687.0,655.0,31161.0,131600.0,False,True,False,False,False
13041,-121.13,38.66,2.0,12360.0,1747.0,4438.0,1470.0,62503.0,222500.0,False,True,False,False,False
13042,-121.13,38.55,8.0,530.0,109.0,398.0,96.0,42031.0,212500.0,False,True,False,False,False
13043,-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,68869.0,263100.0,False,True,False,False,False
13044,-121.13,38.47,16.0,2574.0,441.0,1041.0,428.0,36645.0,203400.0,False,True,False,False,False
13045,-121.24,38.63,4.0,11021.0,1565.0,3857.0,1494.0,72582.0,273200.0,False,True,False,False,False
13046,-121.22,38.58,25.0,394.0,94.0,155.0,83.0,22330.0,55000.0,False,True,False,False,False
13047,-121.28,38.55,35.0,7088.0,1279.0,4885.0,1272.0,26981.0,112500.0,False,True,False,False,False
13048,-121.31,38.59,35.0,3295.0,560.0,1454.0,536.0,31711.0,101900.0,False,True,False,False,False
13049,-121.32,38.59,21.0,9774.0,1777.0,4674.0,1712.0,36817.0,136100.0,False,True,False,False,False
13050,-121.32,38.59,24.0,4378.0,910.0,2149.0,812.0,25035.0,123700.0,False,True,False,False,False
13051,-121.29,38.61,17.0,13553.0,2474.0,6544.0,2359.0,39727.0,132700.0,False,True,False,False,False
13052,-121.3,38.61,25.0,2707.0,464.0,1423.0,490.0,43235.0,116900.0,False,True,False,False,False
13053,-121.3,38.6,32.0,9534.0,1819.0,4951.0,1710.0,33926.0,103400.0,False,True,False,False,False
13054,-121.27,38.62,13.0,2321.0,539.0,1066.0,497.0,27652.0,95600.0,False,True,False,False,False
13055,-121.28,38.61,22.0,2938.0,619.0,1501.0,561.0,27355.999999999996,96100.0,False,True,False,False,False
13056,-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,24722.0,103300.0,False,True,False,False,False
13057,-121.29,38.61,26.0,1814.0,299.0,963.0,317.0,44519.0,110500.0,False,True,False,False,False
13058,-121.27,38.61,17.0,6663.0,1369.0,2840.0,1299.0,29452.0,115600.0,False,True,False,False,False
13059,-121.28,38.6,25.0,1122.0,198.0,564.0,213.0,31654.0,111600.0,False,True,False,False,False
13060,-121.28,38.6,17.0,1671.0,378.0,848.0,351.0,31194.0,112500.0,False,True,False,False,False
13061,-121.29,38.6,29.0,1276.0,225.0,600.0,223.0,40938.0,109100.0,False,True,False,False,False
13062,-121.32,38.57,15.0,3369.0,499.0,1733.0,470.0,53099.99999999999,127500.0,False,True,False,False,False
13063,-121.33,38.56,17.0,3608.0,682.0,1694.0,666.0,33110.0,109400.0,False,True,False,False,False
13064,-121.32,38.57,25.0,692.0,146.0,504.0,167.0,36897.0,101100.0,False,True,False,False,False
13065,-121.32,38.56,18.0,1169.0,186.0,614.0,192.0,45766.0,108700.0,False,True,False,False,False
13066,-121.32,38.54,13.0,4715.0,1090.0,2420.0,1059.0,29693.0,104400.0,False,True,False,False,False
13067,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,31042.0,165000.0,False,True,False,False,False
13068,-121.3,38.58,19.0,2653.0,680.0,1419.0,579.0,23786.999999999996,91300.0,False,True,False,False,False
13069,-121.3,38.58,16.0,1537.0,313.56180991237125,1125.0,375.0,26471.0,90700.0,False,True,False,False,False
13070,-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,25035.0,112500.0,False,True,False,False,False
13071,-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,35192.0,113300.0,False,True,False,False,False
13072,-121.31,38.57,22.0,1229.0,253.0,733.0,250.0,25000.0,101600.0,False,True,False,False,False
13073,-121.33,38.57,17.0,1621.0,350.0,706.0,338.0,23684.0,150000.0,False,True,False,False,False
13074,-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,30480.999999999996,92500.0,False,True,False,False,False
13075,-121.29,38.59,19.0,2460.0,470.0,1346.0,480.0,36563.0,95600.0,False,True,False,False,False
13076,-121.3,38.59,25.0,3002.0,718.0,1660.0,613.0,21116.0,89600.0,False,True,False,False,False
13077,-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,28966.0,92400.0,False,True,False,False,False
13078,-121.34,38.56,12.0,2975.0,628.0,1440.0,593.0,29895.999999999996,118600.0,False,True,False,False,False
13079,-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,41447.0,114000.0,False,True,False,False,False
13080,-121.35,38.54,12.0,16239.0,3358.0,8656.0,3234.0,35691.0,116300.0,False,True,False,False,False
13081,-121.37,38.56,19.0,6308.0,1167.0,3012.0,1112.0,29464.0,113500.0,False,True,False,False,False
13082,-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,26635.0,135800.0,False,True,False,False,False
13083,-121.37,38.56,18.0,2129.0,363.0,815.0,347.0,27679.0,118000.0,False,True,False,False,False
13084,-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,56485.0,129500.0,False,True,False,False,False
13085,-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,45066.0,140200.0,False,True,False,False,False
13086,-121.34,38.58,17.0,1605.0,258.0,748.0,262.0,50917.0,134100.0,False,True,False,False,False
13087,-121.34,38.57,14.0,5737.0,1008.0,2731.0,983.0,44602.00000000001,134500.0,False,True,False,False,False
13088,-121.35,38.55,18.0,4481.0,780.0,2211.0,775.0,39934.0,123300.0,False,True,False,False,False
13089,-121.35,38.55,22.0,2607.0,411.0,1216.0,407.0,50427.0,126900.0,False,True,False,False,False
13090,-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,28020.999999999996,118800.0,False,True,False,False,False
13091,-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,50622.0,132400.0,False,True,False,False,False
13092,-121.36,38.56,17.0,6225.0,938.0,3064.0,947.0,52881.0,138000.0,False,True,False,False,False
13093,-121.37,38.55,21.0,2713.0,432.0,1287.0,440.0,45815.0,125500.0,False,True,False,False,False
13094,-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,18288.0,32500.0,False,True,False,False,False
13095,-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,20901.0,52500.0,False,True,False,False,False
13096,-121.3,38.51,19.0,822.0,134.0,457.0,133.0,41500.0,157500.0,False,True,False,False,False
13097,-121.35,38.51,29.0,2337.0,391.0,1054.0,352.0,42206.0,157700.0,False,True,False,False,False
13098,-121.4,38.47,4.0,20982.0,3392.0,10329.0,3086.0,43658.0,130600.0,False,True,False,False,False
13099,-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,45603.99999999999,145900.0,False,True,False,False,False
13100,-121.39,38.43,3.0,2696.0,384.0,990.0,316.0,54445.0,237600.0,False,True,False,False,False
13101,-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,58831.0,209900.0,False,True,False,False,False
13102,-121.35,38.46,2.0,6992.0,1132.0,2816.0,984.0,43879.0,144400.0,False,True,False,False,False
13103,-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,57452.0,240900.0,False,True,False,False,False
13104,-121.32,38.41,17.0,4401.0,655.0,1970.0,639.0,58239.0,247500.0,False,True,False,False,False
13105,-121.36,38.42,6.0,3254.0,465.0,1168.0,345.0,51811.0,188400.0,False,True,False,False,False
13106,-121.37,38.41,14.0,3727.0,685.0,1741.0,646.0,35625.0,125700.0,False,True,False,False,False
13107,-121.37,38.42,18.0,2643.0,502.0,1755.0,541.0,33281.0,91200.0,False,True,False,False,False
13108,-121.38,38.41,7.0,6091.0,921.0,2916.0,886.0,47557.0,150400.0,False,True,False,False,False
13109,-121.38,38.41,10.0,3425.0,629.0,1538.0,587.0,44500.0,138700.0,False,True,False,False,False
13110,-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,48831.0,154400.0,False,True,False,False,False
13111,-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,62575.0,143500.0,False,True,False,False,False
13112,-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,31750.0,94400.0,False,True,False,False,False
13113,-121.36,38.4,18.0,4813.0,849.0,2333.0,843.0,41750.0,144400.0,False,True,False,False,False
13114,-121.36,38.39,10.0,5121.0,763.0,2568.0,758.0,52447.0,148100.0,False,True,False,False,False
13115,-121.13,38.37,10.0,1034.0,153.0,478.0,155.0,70326.0,241100.0,False,True,False,False,False
13116,-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,38897.0,175700.0,False,True,False,False,False
13117,-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,46989.0,213800.0,False,True,False,False,False
13118,-121.22,38.43,20.0,2054.0,339.0,934.0,336.0,45368.00000000001,219300.0,False,True,False,False,False
13119,-121.29,38.36,17.0,2193.0,386.0,1148.0,372.0,45272.0,191700.0,False,True,False,False,False
13120,-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,44107.0,151600.0,False,True,False,False,False
13121,-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,41974.0,157800.0,False,True,False,False,False
13122,-121.2,38.28,20.0,1732.0,307.0,999.0,305.0,39808.0,160200.0,False,True,False,False,False
13123,-121.26,38.27,20.0,1314.0,229.0,712.0,219.0,44125.0,144600.0,False,True,False,False,False
13124,-121.29,38.28,11.0,1554.0,260.0,793.0,233.0,48073.0,156700.0,False,True,False,False,False
13125,-121.35,38.28,17.0,2756.0,557.0,1986.0,530.0,32234.0,82000.0,False,True,False,False,False
13126,-121.33,38.28,14.0,980.0,171.0,659.0,183.0,44306.0,170100.0,False,True,False,False,False
13127,-121.31,38.28,16.0,1708.0,391.0,687.0,378.0,19485.0,155400.0,False,True,False,False,False
13128,-121.3,38.26,19.0,1403.0,276.0,901.0,290.0,32150.0,104600.0,False,True,False,False,False
13129,-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,18846.0,88300.0,False,True,False,False,False
13130,-121.32,38.26,4.0,6125.0,1063.0,3077.0,953.0,41179.0,134600.0,False,True,False,False,False
13131,-121.3,38.25,27.0,2475.0,548.0,1703.0,517.0,25727.000000000004,86100.0,False,True,False,False,False
13132,-121.48,38.46,8.0,10505.0,1777.0,6002.0,1694.0,40516.0,121200.0,False,True,False,False,False
13133,-121.42,38.47,11.0,5665.0,1507.0,3422.0,1299.0,23343.0,97800.0,False,True,False,False,False
13134,-121.43,38.46,18.0,1378.0,235.0,818.0,262.0,40625.0,100300.0,False,True,False,False,False
13135,-121.43,38.47,21.0,1787.0,291.0,988.0,301.0,43500.0,96200.0,False,True,False,False,False
13136,-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,41597.0,95900.0,False,True,False,False,False
13137,-121.44,38.47,5.0,5666.0,1178.0,3139.0,1131.0,33608.0,108900.0,False,True,False,False,False
13138,-121.44,38.46,10.0,4446.0,897.0,2499.0,884.0,35461.0,103600.0,False,True,False,False,False
13140,-121.41,38.34,24.0,1605.0,277.0,1966.0,250.0,30833.0,162500.0,False,True,False,False,False
13141,-121.45,38.37,32.0,1441.0,261.0,629.0,249.0,44519.0,137500.0,False,True,False,False,False
13142,-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,20048.0,72900.0,False,True,False,False,False
13143,-121.54,38.29,47.0,1396.0,254.0,630.0,218.0,28616.0,92500.0,False,True,False,False,False
13144,-121.56,38.26,43.0,1906.0,327.0,996.0,314.0,29744.0,136800.0,False,True,False,False,False
13146,-121.57,38.19,36.0,1395.0,264.0,700.0,244.0,24352.999999999996,162500.0,False,True,False,False,False
13147,-121.7,38.1,19.0,4896.0,1083.0,2150.0,905.0,33398.0,89700.0,False,True,False,False,False
13148,-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,58324.0,374200.0,False,True,False,False,False
13149,-121.37,36.89,21.0,2471.0,473.0,1753.0,451.0,40250.0,293800.0,False,True,False,False,False
13150,-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,46477.00000000001,265900.0,False,True,False,False,False
13151,-121.53,36.85,23.0,3359.0,725.0,1862.0,651.0,26719.0,193600.0,False,True,False,False,False
13152,-121.51,36.86,36.0,1019.0,168.0,602.0,169.0,26250.0,210000.0,False,True,False,False,False
13153,-121.6,36.88,21.0,3416.0,624.0,1862.0,595.0,47813.0,241500.0,True,False,False,False,False
13154,-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,42333.0,363300.0,False,True,False,False,False
13155,-121.45,36.86,11.0,1613.0,335.0,1617.0,342.0,31375.0,146200.0,False,True,False,False,False
13156,-121.42,36.86,41.0,440.0,106.0,389.0,94.0,26818.0,225000.0,False,True,False,False,False
13157,-121.41,36.85,11.0,1708.0,394.0,1474.0,372.0,28839.0,145900.0,False,True,False,False,False
13158,-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,26598.0,157300.0,False,True,False,False,False
13160,-121.4,36.84,40.0,2352.0,536.0,1430.0,535.0,30912.0,155300.0,False,True,False,False,False
13161,-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,37049.0,192200.0,False,True,False,False,False
13162,-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,19405.0,145400.0,False,True,False,False,False
13163,-121.38,36.85,13.0,4115.0,782.0,2903.0,747.0,37316.0,192400.0,False,True,False,False,False
13164,-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,41875.0,217600.0,False,True,False,False,False
13165,-121.37,36.84,11.0,1996.0,382.0,1023.0,358.0,35714.0,243000.0,False,True,False,False,False
13166,-121.38,36.84,17.0,2625.0,512.0,1487.0,481.0,36354.0,221200.0,False,True,False,False,False
13167,-121.37,36.83,14.0,3658.0,612.0,1951.0,600.0,47600.0,216000.0,False,True,False,False,False
13168,-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,30670.0,207900.0,False,True,False,False,False
13169,-121.44,36.84,7.0,1644.0,338.0,1143.0,331.0,40050.0,180400.0,False,True,False,False,False
13170,-121.42,36.85,7.0,1626.0,325.0,677.0,304.0,23125.0,170800.0,False,True,False,False,False
13171,-121.32,36.79,30.0,516.0,90.0,288.0,95.0,36333.0,202500.0,False,True,False,False,False
13172,-121.36,36.81,7.0,4609.0,741.0,1660.0,720.0,50871.00000000001,290500.0,False,True,False,False,False
13173,-121.34,36.76,15.0,2638.0,429.0,1289.0,357.0,41528.0,336800.0,False,True,False,False,False
13174,-121.06,36.72,23.0,395.0,70.0,166.0,52.0,22132.0,100000.0,False,True,False,False,False
13176,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,61287.0,289600.0,True,False,False,False,False
13178,-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,57763.0,206700.0,False,True,False,False,False
13179,-117.76,33.98,3.0,9662.0,1385.0,2497.0,856.0,67172.0,292400.0,True,False,False,False,False
13180,-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,56501.0,254900.0,True,False,False,False,False
