,Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Churn Value,CLTV,Churn Category,Churn Reason,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction
4193,3969-JQABI,No,0,58,,Yes,40.16,No,Yes,Cable,20,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,3791.6,0.0,0.0,2329.28,Female,47,No,No,Yes,No,0,Palo Alto,94303,37.45809,-122.115398,45499,0,5912,,,1,0,
4194,9624-EGDEQ,No,0,37,,Yes,41.99,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,813.3,0.0,0.0,1553.63,Female,49,No,No,No,No,0,Palo Alto,94304,37.386978,-122.177746,1723,0,5336,,,0,0,
4195,1051-EQPZR,Yes,1,44,,Yes,4.17,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,780.25,0.0,0.0,183.48,Female,21,Yes,No,Yes,Yes,2,Stanford,94305,37.424342,-122.165641,13386,0,5584,,,4,0,5.0
4196,5849-ASHZJ,No,0,27,,Yes,17.3,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,552.9,0.0,0.0,467.1,Male,26,Yes,No,No,Yes,3,Palo Alto,94306,37.416159,-122.131337,24492,0,2400,,,0,0,
4197,5780-INQIK,No,0,8,,Yes,20.9,No,Yes,DSL,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4,408.25,0.0,2.45,167.2,Female,52,No,No,No,No,0,San Mateo,94401,37.590421,-122.306467,32488,0,2907,,,0,0,
4198,8384-FZBJK,Yes,1,57,,Yes,32.37,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,5611.7,0.0,0.0,1845.09,Female,37,No,No,Yes,Yes,3,San Mateo,94404,37.556094,-122.272437,31882,0,6351,,,0,0,
4199,3750-RNQKR,No,0,12,,Yes,18.12,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,246.25,0.0,0.0,217.44,Female,38,No,No,No,No,0,Alameda,94501,37.774633,-122.274434,58555,0,4788,,,2,0,
4200,0962-CQPWQ,Yes,1,62,,Yes,2.41,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1296.15,0.0,0.0,149.42000000000002,Female,57,No,No,Yes,Yes,2,Alameda,94502,37.724817,-122.224363,13996,0,4574,,,0,0,
4201,3096-YXENJ,Yes,1,65,,Yes,27.69,Yes,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.65,7082.85,0.0,0.0,1799.85,Female,25,Yes,No,Yes,No,0,Danville,94506,37.791481,-121.903253,19777,0,4193,,,1,0,
4202,1265-BCFEO,Yes,1,71,Offer A,Yes,26.58,Yes,Yes,DSL,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5662.25,0.0,0.0,1887.18,Female,30,No,No,Yes,No,0,Alamo,94507,37.855717,-121.994813,15187,0,4518,,,0,0,
4203,5837-LXSDN,Yes,1,21,,Yes,35.72,No,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.85,1215.45,0.0,36.46,750.12,Female,63,No,No,Yes,Yes,3,Angwin,94508,38.542448,-122.419923,3641,0,2845,,,0,0,
4204,5945-AZYHT,Yes,9,71,Offer A,Yes,49.32,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.6,7854.15,0.0,70.69,3501.72,Male,53,No,No,Yes,No,0,Antioch,94509,37.980057,-121.801599,90891,0,4564,,,0,0,
4205,8325-QRPZR,No,0,7,,Yes,30.06,No,Yes,DSL,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.15,525.0,0.0,0.0,210.42,Female,56,No,No,No,No,0,Benicia,94510,38.113533,-122.11926,25578,0,4216,,,0,0,
4206,6384-VMJHP,No,0,72,Offer A,Yes,23.02,No,Yes,Fiber Optic,69,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.0,5265.2,0.0,363.3,1657.44,Female,23,Yes,No,No,No,0,Bethel Island,94511,38.050558,-121.646924,2379,0,5127,,,1,0,
4207,2262-SLNVK,No,0,1,,Yes,1.15,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,70.1,0.0,0.0,1.15,Female,53,No,No,No,No,0,Birds Landing,94512,38.140719,-121.838298,138,0,2475,,,0,0,
4208,7730-CLDSV,Yes,6,72,Offer A,Yes,35.21,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.65,7129.45,0.0,0.0,2535.12,Female,61,No,No,Yes,Yes,2,Brentwood,94513,37.908242,-121.682472,26577,0,4616,,,0,0,
4209,1135-HIORI,Yes,3,64,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,111.45,7266.95,0.0,3851.0,2519.68,Female,48,No,No,Yes,Yes,3,Byron,94514,37.83323,-121.601461,10153,0,5129,,,2,0,
4210,0164-APGRB,No,0,72,Offer A,Yes,48.37,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7,0.0,42.48,3482.64,Female,56,No,No,No,No,0,Calistoga,94515,38.629618,-122.593216,7384,0,4589,,,1,1,4.0
4211,6481-ESCNL,No,0,29,,Yes,10.67,Yes,Yes,Cable,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,2878.75,0.0,0.0,309.43,Female,33,No,No,No,No,0,Clayton,94517,37.881842,-121.848111,14239,0,4847,,,1,0,4.0
4212,1790-NESIO,No,0,13,,Yes,6.56,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.4,261.3,0.0,0.0,85.28,Female,23,Yes,No,No,No,0,Concord,94518,37.950248,-122.022455,27394,0,4883,,,1,0,
4213,1550-EENBN,No,0,31,,Yes,45.71,Yes,Yes,DSL,58,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,104.35,3205.6,0.0,1859.0,1417.01,Female,23,Yes,No,No,No,0,Concord,94519,37.990118,-122.012188,18650,0,5320,,,1,0,
4214,8198-RKSZG,Yes,8,14,Offer D,Yes,9.77,Yes,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,80.45,1137.05,0.0,239.0,136.78,Female,43,No,No,Yes,Yes,3,El Cerrito,94530,37.924838,-122.289145,23141,0,5772,,,1,0,
4215,9297-EONCV,No,0,72,Offer A,Yes,44.21,Yes,Yes,Cable,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,91.35,6697.2,0.0,1473.0,3183.12,Female,47,No,No,No,No,0,Fremont,94536,37.572273,-121.964583,66543,0,5378,,,0,0,
4216,1069-QJOEE,No,0,25,,Yes,18.87,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,505.45,0.0,0.0,471.75,Male,47,No,No,Yes,Yes,1,Hayward,94541,37.674002,-122.076796,60274,0,4134,,,1,0,
4217,7799-DSEWS,No,0,18,Offer D,Yes,48.68,No,Yes,Cable,48,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.35,1299.8,0.0,0.0,876.24,Male,22,Yes,No,No,No,0,Hayward,94544,37.639215,-122.037554,72993,0,5993,,,0,0,
4218,8766-PAFNE,Yes,6,71,Offer A,Yes,28.02,No,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,79.1,5564.85,0.0,1503.0,1989.42,Male,21,Yes,No,Yes,No,0,Hayward,94545,37.62984,-122.120843,27311,0,5872,,,1,0,
4219,3130-ICDUP,No,0,2,,Yes,5.3,Yes,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.55,188.1,0.0,0.0,10.6,Female,56,No,No,No,Yes,1,Hercules,94547,37.991259,-122.214945,22479,0,5346,,,0,0,
4220,0820-FNRNX,Yes,1,17,Offer D,Yes,29.87,Yes,Yes,Cable,53,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,66.7,1077.05,0.0,0.0,507.79,Male,48,No,No,Yes,Yes,3,Lafayette,94549,37.907777,-122.127161,23996,0,2814,,,0,0,
4221,0880-FVFWF,No,0,56,Offer B,Yes,37.15,Yes,Yes,DSL,13,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.4,4922.4,0.0,0.0,2080.4,Male,32,No,No,No,No,0,Livermore,94550,37.571748,-121.659562,75929,0,4449,,,0,0,
4222,4611-ANLQC,Yes,7,60,Offer B,No,0.0,No,Yes,Fiber Optic,4,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,50.05,2911.5,0.0,116.0,0.0,Female,31,No,No,Yes,No,0,Castro Valley,94552,37.722727,-122.02157,13212,0,5493,,,0,0,
4223,4213-HKBJO,No,0,33,,Yes,36.5,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.7,826.1,0.0,0.0,1204.5,Female,60,No,No,No,No,0,Martinez,94553,38.014457,-122.115432,46677,0,3378,,,0,0,
4224,2792-LSHWX,No,0,1,,Yes,43.06,No,Yes,DSL,9,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,0.0,0.0,43.06,Female,49,No,No,No,No,0,Fremont,94555,37.555473,-122.080312,33883,0,5960,,,2,0,
4225,0014-BMAQU,Yes,8,63,Offer B,Yes,12.96,Yes,Yes,Cable,7,Yes,No,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,84.65,5377.8,0.0,376.0,816.48,Male,52,No,No,Yes,No,0,Napa,94558,38.489789,-122.27011,63947,0,4604,,,1,0,
4226,9018-PCIOK,No,0,55,Offer B,Yes,27.0,No,Yes,Fiber Optic,20,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,64.75,3617.1,0.0,0.0,1485.0,Female,63,No,No,No,No,0,Newark,94560,37.504133,-122.032347,42491,0,4634,,,0,0,
4227,4837-QUSFT,Yes,8,65,Offer B,Yes,36.62,Yes,Yes,Fiber Optic,6,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,100.15,6643.5,0.0,0.0,2380.3,Female,35,No,No,Yes,No,0,Oakley,94561,37.999406,-121.686241,27607,0,4915,,,3,0,4.0
4228,9953-ZMKSM,No,0,63,Offer B,Yes,4.01,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.25,1559.3,0.0,0.0,252.63,Male,28,Yes,No,No,No,0,Pinole,94564,37.996462,-122.293716,16717,0,4530,,,2,1,4.0
4229,7665-NKLAV,Yes,5,36,,No,0.0,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.65,1547.35,0.0,1099.0,0.0,Female,19,Yes,No,Yes,Yes,3,Pleasanton,94566,37.633361,-121.862395,36669,0,2564,,,0,0,
4230,4391-LNRXK,No,0,22,Offer D,Yes,48.07,No,Yes,Cable,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.95,2142.8,0.0,0.0,1057.54,Male,37,No,No,No,No,0,Port Costa,94569,38.035707,-122.196821,173,0,4242,,,1,0,5.0
4231,8562-GHPPI,No,0,1,,Yes,11.96,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,19.8,0.0,0.0,11.96,Female,50,No,No,No,No,0,San Leandro,94577,37.717196,-122.159338,41871,0,3129,,,1,1,
4232,5893-PYOLZ,No,0,56,Offer B,Yes,49.36,No,Yes,DSL,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.8,4534.45,0.0,95.22,2764.16,Male,55,No,No,No,No,0,San Leandro,94578,37.704384,-122.126703,36568,0,4399,,,1,1,5.0
4233,4986-MXSFP,No,0,2,Offer E,Yes,43.27,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.0,40.9,0.0,0.0,86.54,Female,40,No,No,No,No,0,San Leandro,94579,37.687264,-122.15728,19815,0,2237,,,0,0,
4234,6131-FOYAS,No,0,35,,Yes,20.61,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.6,2094.9,0.0,0.0,721.35,Male,48,No,No,No,No,0,San Lorenzo,94580,37.676249,-122.132415,26240,0,2187,,,0,0,
4235,3027-YNWZU,Yes,5,64,Offer B,Yes,6.81,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1584.8,0.0,0.0,435.84,Female,44,No,No,Yes,No,0,San Ramon,94583,37.766556,-121.976784,44078,0,5538,,,1,0,
4236,5609-IMCGG,No,0,15,Offer D,Yes,6.22,Yes,Yes,Cable,4,Yes,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.35,1302.65,0.0,52.0,93.3,Female,44,No,No,No,No,0,Suisun City,94585,38.197907,-122.017258,39279,0,3314,,,0,0,
4237,4727-MCYZG,No,0,1,Offer E,Yes,33.32,No,Yes,Fiber Optic,48,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,55.55,55.55,0.0,0.0,33.32,Male,23,Yes,No,No,No,0,Union City,94587,37.59485,-122.051521,66472,0,2207,,,3,0,
4238,9481-WHGWY,Yes,9,70,Offer A,Yes,39.53,No,Yes,Fiber Optic,53,Yes,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,75.35,5437.75,0.0,2882.0,2767.1,Female,35,No,No,Yes,Yes,3,Pleasanton,94588,37.685052,-121.912061,28568,0,6477,,,3,1,
4239,4328-VUFWD,No,0,39,,Yes,6.77,No,Yes,Cable,17,No,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,59.3,2209.15,0.0,376.0,264.03,Female,62,No,No,No,No,0,Vallejo,94591,38.105733,-122.186338,51665,0,5843,,,2,0,
4240,3301-LSLWQ,No,0,29,,Yes,17.87,Yes,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,66.1,1912.15,0.0,497.0,518.23,Female,32,No,No,No,No,0,Vallejo,94592,38.093701,-122.276589,159,0,5590,,,2,0,
4241,7473-ZBDSN,Yes,2,14,Offer D,Yes,44.55,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.8,255.55,0.0,0.0,623.6999999999999,Female,38,No,No,Yes,Yes,3,Walnut Creek,94595,37.862128,-122.075197,18024,0,5751,,,0,0,
4242,3166-PNEOF,No,0,61,Offer B,Yes,4.51,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5175.3,0.0,0.0,275.11,Female,57,No,No,No,No,0,Walnut Creek,94596,37.900662,-122.052782,40917,0,4471,,,2,1,
4243,5639-NTUPK,No,0,13,Offer D,Yes,19.17,No,Yes,Fiber Optic,59,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,52.1,670.65,0.0,0.0,249.21000000000004,Male,28,Yes,No,No,Yes,1,Walnut Creek,94598,37.916648,-122.008483,26022,0,4929,,,3,0,3.0
4244,8780-YRMTT,No,0,66,Offer A,No,0.0,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,0.0,921.0,0.0,Female,64,No,No,No,No,0,Yountville,94599,38.421458,-122.365048,2873,0,6435,,,0,0,
4245,5140-FOMCQ,Yes,7,59,Offer B,Yes,40.47,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.15,6557.75,0.0,26.23,2387.73,Female,52,No,No,Yes,No,0,Oakland,94602,37.803883,-122.208417,28900,0,5186,,,1,0,4.0
4246,6242-SGYTS,Yes,6,62,Offer B,Yes,15.76,Yes,Yes,DSL,59,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card,94.95,5791.85,0.0,341.72,977.12,Male,19,Yes,No,Yes,Yes,3,Oakland,94603,37.739113,-122.175602,31392,0,4262,,,1,1,
4247,8414-OOEEL,No,0,66,Offer A,Yes,12.48,No,Yes,Cable,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.5,5196.1,0.0,0.0,823.6800000000001,Male,48,No,No,No,Yes,2,Oakland,94606,37.792489,-122.244314,41876,0,4285,,,1,0,
4248,8454-AATJP,No,0,72,Offer A,Yes,19.6,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,115.05,8405.0,0.0,1261.0,1411.2,Female,41,No,No,No,No,0,Oakland,94607,37.80707,-122.297401,21054,0,5905,,,1,2,3.0
4249,4531-AUZNK,Yes,2,51,Offer B,Yes,18.42,Yes,Yes,Fiber Optic,47,Yes,No,No,Yes,Yes,No,Yes,No,One Year,Yes,Mailed Check,95.15,5000.05,0.0,2350.0,939.42,Female,21,Yes,No,Yes,Yes,1,Oakland,94610,37.808731,-122.238708,29964,0,6492,,,1,0,
4250,4191-XOVOM,No,0,63,Offer B,Yes,22.73,Yes,Yes,DSL,73,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.4,6713.2,0.0,4901.0,1431.99,Male,25,Yes,No,No,No,0,Oakland,94611,37.828416,-122.216005,36517,0,4551,,,0,0,
4251,2150-OEGBV,No,0,27,,Yes,33.4,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6,0.0,0.0,901.8,Male,31,No,No,No,No,0,Oakland,94612,37.809014,-122.269739,11702,0,3428,,,0,0,
4252,4878-BUNFV,Yes,10,42,Offer B,Yes,32.02,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.7,828.85,0.0,0.0,1344.84,Male,59,No,No,Yes,Yes,1,Oakland,94621,37.750553,-122.197175,30751,0,5320,,,2,1,
4253,1872-EBWSC,No,0,29,,Yes,21.19,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.35,617.35,0.0,0.0,614.51,Female,28,Yes,No,No,No,0,Berkeley,94702,37.866009,-122.286228,15638,0,4840,,,0,0,
4254,7026-YMSBE,No,0,30,,Yes,24.57,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.7,625.05,0.0,0.0,737.1,Male,62,No,No,No,No,0,Berkeley,94704,37.871416,-122.246597,21205,0,3302,,,2,0,
4255,6997-UVGOX,Yes,9,71,Offer A,Yes,22.83,No,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.45,6029.9,0.0,0.0,1620.9299999999998,Male,35,No,No,Yes,Yes,3,Albany,94706,37.890274,-122.295192,15882,0,5394,,,1,1,3.0
4256,9674-EHPPG,Yes,6,46,Offer B,No,0.0,No,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.4,1842.7,0.0,0.0,0.0,Male,63,No,No,Yes,No,0,Berkeley,94707,37.897753,-122.279391,11889,0,2519,,,0,0,
4257,5440-VHLUL,No,0,69,Offer A,Yes,44.57,Yes,Yes,Fiber Optic,28,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,7386.05,0.0,0.0,3075.33,Male,48,No,No,No,No,0,Berkeley,94710,37.872902,-122.303708,8157,0,6247,,,0,0,
4258,5781-BKHOP,Yes,10,72,Offer A,Yes,41.68,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.65,7334.05,0.0,0.0,3000.96,Female,48,No,No,Yes,No,0,Richmond,94801,37.945288,-122.383941,28450,0,6380,,,0,0,
4259,5213-TWWJU,No,0,28,,Yes,45.24,No,Yes,Fiber Optic,59,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.0,2626.15,0.0,0.0,1266.72,Male,26,Yes,No,No,No,0,Richmond,94804,37.921034,-122.341798,39089,0,2448,,,0,0,
4260,7629-WIXZF,No,0,7,,Yes,6.83,No,Yes,DSL,17,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,59.1,369.25,0.0,0.0,47.81,Female,32,No,No,No,No,0,San Rafael,94903,38.018065,-122.546024,28403,0,4770,,,0,0,
4261,5445-GLVOT,No,0,22,Offer D,Yes,31.53,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.8,1049.05,0.0,0.0,693.6600000000001,Female,64,No,No,No,No,0,Greenbrae,94904,37.946617,-122.563571,12010,0,4667,,,1,0,
4262,3976-HXHCE,No,0,72,,Yes,45.75,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,1414.8,0.0,0.0,3294.0,Male,57,No,No,No,No,0,Belvedere Tiburon,94920,37.885629,-122.46858,13065,0,4722,,,1,0,4.0
4263,2466-NEJOJ,Yes,6,8,Offer E,Yes,26.17,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75,0.0,0.0,209.36,Male,58,No,No,Yes,Yes,3,Bodega,94922,38.343282,-122.9755,584,0,4535,,,2,1,4.0
4264,0254-KCJGT,Yes,6,52,Offer B,Yes,41.34,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,81.4,4354.45,0.0,1045.0,2149.6800000000003,Male,64,No,No,Yes,No,0,Bodega Bay,94923,38.377165,-123.037957,1785,0,4628,,,0,0,
4265,5472-CVMDX,No,0,68,,No,0.0,No,Yes,Fiber Optic,58,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.9,2719.2,0.0,0.0,0.0,Female,21,Yes,No,No,No,0,Bolinas,94924,37.943087,-122.72379,1573,0,5278,,,1,0,
4266,6461-SZMCV,Yes,7,71,,Yes,9.06,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,87.95,6365.35,0.0,1910.0,643.26,Female,46,No,No,Yes,No,0,Corte Madera,94925,37.924014,-122.511694,9038,0,4278,,,1,0,4.0
4267,8150-QUDFX,No,0,2,Offer E,Yes,27.47,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,51.6,0.0,0.0,54.94,Male,27,Yes,No,No,No,0,Rohnert Park,94928,38.34719,-122.697822,42544,0,3300,,,2,0,
4268,2346-DJQTB,No,0,35,,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.15,812.5,0.0,0.0,0.0,Female,54,No,No,No,No,0,Fairfax,94930,37.971751,-122.611873,8486,0,5097,,,0,0,
4269,1697-LYYYX,Yes,8,61,,Yes,42.11,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.1,1143.8,0.0,0.0,2568.71,Female,21,Yes,No,Yes,Yes,1,Cotati,94931,38.326215,-122.718742,7936,0,4376,,,0,0,
4270,1942-OQFRW,No,0,1,Offer E,Yes,13.4,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0.0,13.4,Male,62,No,No,No,No,0,Forest Knolls,94933,38.010092,-122.689442,1025,0,2785,,,1,0,5.0
4271,9640-ZSLDC,Yes,3,53,,Yes,31.99,No,Yes,Cable,59,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,60.6,3297.0,0.0,0.0,1695.47,Female,29,Yes,No,Yes,Yes,5,Lagunitas,94938,38.021772,-122.691744,821,0,4854,,,0,0,
4272,4231-LZUYM,Yes,4,72,,Yes,12.58,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.65,1887.0,0.0,0.0,905.76,Female,37,No,No,Yes,No,0,Larkspur,94939,37.937082,-122.532369,6773,0,5613,,,1,0,
4273,3594-BDSOA,Yes,6,24,,Yes,35.86,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,482.8,0.0,0.0,860.64,Female,44,No,No,Yes,No,0,Novato,94947,38.112166,-122.634384,24741,0,3071,,,0,0,
4274,5133-VRSAB,No,0,8,Offer E,No,0.0,No,Yes,DSL,8,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,29.35,216.45,0.0,17.0,0.0,Male,47,No,No,No,No,0,Olema,94950,38.052209,-122.775567,248,0,5369,,,0,0,
4275,5996-DAOQL,No,0,1,Offer E,Yes,42.17,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,20.45,0.0,0.0,42.17,Male,28,Yes,No,No,No,0,Penngrove,94951,38.325599,-122.642352,3777,0,2184,,,0,0,
4276,6838-YAUVY,No,0,54,,Yes,11.76,Yes,Yes,Cable,52,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1,5064.85,0.0,0.0,635.04,Female,26,Yes,No,No,No,0,Petaluma,94952,38.237018,-122.77872,31930,0,4825,,,1,0,3.0
4277,0484-JPBRU,No,0,41,,Yes,41.21,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.25,996.45,0.0,0.0,1689.61,Male,23,Yes,No,No,No,0,Petaluma,94954,38.235021,-122.557332,35419,0,3461,,,2,0,
4278,7883-ROJOC,No,0,19,Offer D,Yes,34.51,No,Yes,DSL,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.9,839.65,0.0,0.0,655.6899999999999,Female,33,No,No,Yes,No,0,Point Reyes Station,94956,38.060264,-122.830646,1885,0,5842,,,2,0,
4279,0244-LGNFY,Yes,4,72,,Yes,30.0,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,0.0,0.0,2160.0,Female,35,No,No,Yes,Yes,1,San Anselmo,94960,37.99272,-122.575026,16849,0,6342,,,2,0,
